pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
973,,,sick,,,,,A horse is tossing the cowboy wearing pants of blue and red color,The cowboy in blue and red pants is being tossed by a horse,,entailment
3635,,,sick,,,,,A man is holding a frog,A person is holding a frog,,entailment
4580,,,sick,,,,,A horse is being ridden by a woman,A woman is riding a horse,,entailment
1697,,,sick,,,,,There is no kitten drinking milk,The milk is being drunk by a cat,,neutral
8490,,,sick,,,,,A man with a shirt is holding a football,A man with no shirt is holding a football,,neutral
257,,,sick,,,,,A hiker is on top of the mountain and is dancing,A man is on a rock high above some trees and is standing in an uncomfortable position,,neutral
2815,,,sick,,,,,An animated airplane is landing,A plane is landing,,entailment
9350,,,sick,,,,,Three women are resting in a village,Three women are sitting in a village,,entailment
3684,,,sick,,,,,Runners are racing down a track,Men are running a race,,neutral
699,,,sick,,,,,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is dropping a bucket",,neutral
738,,,sick,,,,,The bride and the groom are arriving after the wedding,The bride and the groom are leaving after the wedding,,neutral
9844,,,sick,,,,,The man is doing a wheelie with a motorcycle on ground which is mostly barren,There is no child holding a squirt gun,,neutral
2874,,,sick,,,,,The man is riding a mechanical bull,The man is riding a bull which is mechanical,,entailment
4100,,,sick,,,,,Someone is playing the guitar,Somebody is playing the guitar,,entailment
8790,,,sick,,,,,A young girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,,entailment
451,,,sick,,,,,A blond girl waves while she is riding,A lady is surfing and riding a wave,,neutral
7346,,,sick,,,,,Two children are playing on a statue,Some children are playing on a statue,,entailment
374,,,sick,,,,,A man with tattoos is lounging on a couch and holding a pencil,A man with tattoos is lounging on a couch and is looking for a pencil,,neutral
839,,,sick,,,,,The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling into the grass,,neutral
3759,,,sick,,,,,A person is stupidly throwing a cat at the ceiling,A person is throwing a cat at the ceiling,,entailment
2758,,,sick,,,,,Soccer players are kicking a soccer ball into the goal,A soccer player is missing a goal,,neutral
8988,,,sick,,,,,A young girl in swimming suite is jumping on the beach,A girl with a bikini is playing in the dunes,,neutral
8869,,,sick,,,,,A boy is sitting in a seat,A toddler is sitting in a seat,,neutral
2900,,,sick,,,,,A man is chopping down a tree with an axe,A person is planting a tree,,neutral
3111,,,sick,,,,,The man is eating,The person is eating,,entailment
3998,,,sick,,,,,A man is singing and playing a guitar,A boy is skillfully playing a piano,,neutral
893,,,sick,,,,,People are far from a beach full of sand by the ocean and are suffering from the sunny day,People are on a beach full of sand by the ocean and are enjoying a sunny day,,neutral
9510,,,sick,,,,,A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is biting a pole,,entailment
4254,,,sick,,,,,A clown is singing and people are dancing,A song is being sung by a clown,,entailment
7999,,,sick,,,,,Children in swimming suits are not playing in the water,The kids are wearing bathing suits and water is splashing around,,neutral
5002,,,sick,,,,,A dog is opening a drawer and climbing inside,A cat is opening a drawer and climbing inside,,neutral
3428,,,sick,,,,,A man is packing a violin,A man is playing a harp,,neutral
9427,,,sick,,,,,A dog is in the sand that is blowing in the wind,A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,,neutral
2883,,,sick,,,,,The woman is playing the flute,The flute is being played by the woman,,entailment
3345,,,sick,,,,,A man is dancing on a roof ,A man is standing on a roof top and playing a violin,,neutral
9147,,,sick,,,,,The snowboarder is jumping off a snow covered hill,A snowboarder is jumping off the snow,,entailment
333,,,sick,,,,,"A man, a woman and two girls are walking on the beach",Four people are walking on the beach,,entailment
5109,,,sick,,,,,A chef is discarding some food,A chef is preparing a meal,,neutral
5313,,,sick,,,,,A girl is playing a flute,A wind instrument is being played by a girl,,entailment
1484,,,sick,,,,,The oil is being stirred by a man,The man is stirring oil,,entailment
4759,,,sick,,,,,A man is singing into an old microphone,A man is singing into a microphone,,entailment
6918,,,sick,,,,,A bearded man is standing by a shopping cart and is holding a cardboard sign,One bearded man is standing by a shopping cart and is holding a cardboard sign,,entailment
8444,,,sick,,,,,Two men are looking out and binoculars are being held by one of them,Two men are looking out and one is holding binoculars,,entailment
1117,,,sick,,,,,A dog is riding a skateboard in a park,A dog is riding a skateboard,,entailment
8794,,,sick,,,,,A girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,,entailment
1904,,,sick,,,,,A few animals are playing in the water,Nobody is playing ping pong,,neutral
6258,,,sick,,,,,A policeman is sitting on a motorcycle,The cop is sitting on a police bike,,entailment
3580,,,sick,,,,,A man is playing a flute,The man is not playing the guitar,,entailment
6319,,,sick,,,,,A yellow dog is running on white snow on a sunny day,"A dog, which is tan, is running through the snow",,entailment
6085,,,sick,,,,,The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,,entailment
7754,,,sick,,,,,A great dog is climbing a steep hill,A light brown dog is running up a street,,neutral
3776,,,sick,,,,,The woman is picking up and holding a baby kangaroo,A woman is picking up and holding a baby kangaroo in her arms,,entailment
3699,,,sick,,,,,A woman is putting on eyeshadow,Eyeshadow is being put on by a woman,,entailment
3703,,,sick,,,,,A woman is putting on eyeshadow,The woman is putting make-up on,,entailment
1403,,,sick,,,,,Butter is being chopped into a container by a man,A man is chopping butter into a container,,entailment
7662,,,sick,,,,,The girl in the black hat is wearing a bikini at the beach,A young lady in a bikini is lying on the beach,,neutral
7099,,,sick,,,,,An oriental man and two women are facing a camera,The group of people is standing together and looking at the camera,,entailment
6762,,,sick,,,,,A large brown dog and a small grey dog are standing on a rocky surface,The brown dog is sniffing the back of a small black dog,,neutral
5440,,,sick,,,,,Two baby pandas are playing,Two pandas are not lying together,,entailment
5507,,,sick,,,,,Guitar is being played by a man,A man is playing guitar,,entailment
1549,,,sick,,,,,The men are acting on a stage,The men are performing on stage,,entailment
7322,,,sick,,,,,A man is standing shirtless in the street,A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street,,neutral
9943,,,sick,,,,,The people are standing at a parade,A white bird is landing swiftly in the water,,neutral
44,,,sick,,,,,Two young women are sparring in a kickboxing fight,Two women are sparring in a kickboxing match,,entailment
5033,,,sick,,,,,The man is talking on the phone,The man is speaking on the telephone,,entailment
560,,,sick,,,,,A dark black dog and a light brown dog are playing in the yard in the back,"A dog, which is brown, and a black one are running in the grass",,neutral
663,,,sick,,,,,A young climber is making a rock wall for the boys,A young child is climbing a rock climbing wall which is indoors,,neutral
3156,,,sick,,,,,A man is cutting a box,A box is being cut by a man,,entailment
8210,,,sick,,,,,A girl has black and orange patches on the cheeks,A girl has colored patches on the cheeks,,entailment
6054,,,sick,,,,,The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is grabbing the bedroom slipper with its mouth,,entailment
3342,,,sick,,,,,A man is dancing on a roof ,A top violin player is standing on the roof over a man,,neutral
4797,,,sick,,,,,A boy is playing a guitar,A guitar is being played by a kid,,entailment
725,,,sick,,,,,A few men in a competition are running outside,A man is leading the race,,neutral
4681,,,sick,,,,,A woman is slicing an onion,A woman is cutting an onion,,entailment
3248,,,sick,,,,,A woman is boiling eggs,Eggs are being boiled by a woman,,entailment
7779,,,sick,,,,,The muscular black man is dancing and the man behind him is wearing green beads,The muscular man is dancing and the man behind him is wearing green beads,,entailment
5966,,,sick,,,,,"A child, who has blond hair, is holding a yellow bottle",A boy in a blue shirt has dirt on his face,,neutral
112,,,sick,,,,,Two groups of people are playing football,A player is running with the ball,,neutral
6957,,,sick,,,,,Music is being performed by four people outdoors,Four people are performing music outdoors,,entailment
6395,,,sick,,,,,A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,,entailment
7022,,,sick,,,,,A child in light colored clothing is standing with his arms extended outward,Two girls are happily playing inside a jumper house,,neutral
4687,,,sick,,,,,A woman is slicing garlic,A woman is cutting an onion,,neutral
4517,,,sick,,,,,A man is playing a flute,A flute is being played by a man,,entailment
2198,,,sick,,,,,A man is putting garlic on some slices of bread,A man is sprinkling seasoning on several sliced and buttered loaves of bread,,entailment
8743,,,sick,,,,,People are crossing a rope bridge over a rocky stream,People are walking across a rope bridge over a rocky stream,,entailment
1534,,,sick,,,,,There is no woman cutting an onion,A horse is standing,,neutral
1268,,,sick,,,,,A band is performing on a stage,A band is playing onstage,,entailment
1305,,,sick,,,,,A man is making music with a flute,A man is playing soccer,,neutral
522,,,sick,,,,,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,"The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike",,neutral
3542,,,sick,,,,,Someone is being boiled with okra in a pot,Someone is cooking okra in a pan,,neutral
9071,,,sick,,,,,Two children are rolling in muddy water,Two boys are laying in the water close to the beach,,neutral
6979,,,sick,,,,,A happy family is posing by the fireplace,"A family, which looks happy, is posing by the fireplace",,entailment
