"<t> Children become better at taking the perspective of their partner, especially a partner who adjusts his or her communication to the child's level and observes the child closely to assess his or her comprehension. </t> <g> ( <pointer:0> provide-01 :ARG1 ( <pointer:1> information :mod ( <pointer:2> additional ) ) :purpose ( <pointer:3> help-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> incorporate-02 :ARG0 <pointer:9> :ARG1 ( <pointer:5> standard ) :ARG2 ( <pointer:6> operate-01 :ARG0 <pointer:9> :frequency ( <pointer:7> rate-entity-91 :ARG3 ( <pointer:8> temporal-quantity :quant 1 :unit ( <pointer:9> day ) ) ) ) ) :ARG2 ( <pointer:10> person :ARG0-of ( <pointer:11> manage-01 ) ) ) )  </g> [EOS]",Children grow closer to the perspective of their partner., Children become better at taking the perspective of their partner .htl-
"<t> I have seen a calendar (Workman Publishing Co., New York) which defined it as  personal magnetism and charm,  and said,  Given today's extensive TV coverage, political candidates need duende if they hope to be accepted by the public.  </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> they ) :ARG1 ( <pointer:2> need-01 :li 1 :ARG0 ( <pointer:3> agency ) :ARG1 ( <pointer:4> possible-01 :ARG1 ( <pointer:5> design-01 :ARG0 <pointer:3> :ARG1 ( <pointer:6> procedure :poss <pointer:3> ) :ARG3 ( <pointer:7> fit-06 :ARG1 <pointer:6> :ARG2 ( <pointer:8> circumstance :mod ( <pointer:9> particular ) :poss <pointer:3> :example ( <pointer:10> amr-unknown ) ) ) ) ) ) )  </g> [EOS]",There has been at least one calendar which defined it as personal magnetism and charm.," I have seen a calendar. , quote: ""political candidates need du"
"<t> Um, I guess the time when I was four. </t> <g> ( <pointer:0> person :quant 2 :ARG0-of ( <pointer:1> challenge-01 :ARG1 ( <pointer:2> dog :mod ( <pointer:3> top ) :mod ( <pointer:4> this ) ) ) )  </g> [EOS]",Probably when I was four., I guess when i was four.  The time that you were 4?
<t> We can support such a scholarship if you will give $25.00 to the English Alumni Scholarship Fund. </t> <g> ( <pointer:0> propose-01 :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> get-04 :ARG0 <pointer:1> :ARG1 ( <pointer:3> in-touch-12 :ARG0 <pointer:1> :ARG1 ( <pointer:4> person :ARG0-of ( <pointer:5> employ-01 :ARG1 <pointer:1> ) :ARG1-of ( <pointer:6> possible-01 ) ) ) ) :manner ( <pointer:7> amr-unknown ) )  </g> [EOS],We are conditionally able to support that scholarship. , The English Alumni Scholarship Fund needs $25.00 to support this scholarship 
"<t> For example, the Secretary of Labor has used his or her  bully pulpit to call attention to the problem </t> <g> ( <pointer:0> and :op1 ( <pointer:1> provide-01 :ARG0 ( <pointer:2> we ) :ARG1 ( <pointer:3> overview :topic ( <pointer:4> theory :ARG1-of ( <pointer:5> major-02 ) :topic ( <pointer:6> thing :ARG0-of ( <pointer:7> cause-01 :ARG1 ( <pointer:8> save-01 :ARG0 ( <pointer:9> person ) ) ) ) ) ) ) :op2 ( <pointer:10> describe-01 :ARG0 <pointer:2> :ARG1 ( <pointer:11> factor :mod ( <pointer:12> various ) :ARG1-of ( <pointer:13> associate-01 :ARG2 ( <pointer:14> decline-01 :ARG1 ( <pointer:15> save-01 :ARG1-of ( <pointer:16> personal-02 ) ) ) ) ) ) :purpose ( <pointer:17> report :mod ( <pointer:18> this ) ) )  </g> [EOS]","For instance, the Secretary of Labor has utilized his or her domineering jerk podium to point out the issue.", The Secretary of Labor has used his or her bully pulpit to call attention. 
"<t> At the very least, you'll give one child the chance to see God's face, and feel His love. </t> <g> ( <pointer:0> thing :wiki - :name ( <pointer:1> name :op1 <lit> Punditus </lit> :op2 <lit> Interruptus </lit> :op3 <lit> - </lit> :op4 <lit> The </lit> :op5 <lit> Final </lit> ) )  </g> [EOS]","At the minimum, you will give one child the chance to discover God.", You will give one child the chance to see God's face. ...
"<t> Like because my dad always treated me like a boy because I was like I was the first girl on my dad's side of the family in like, four generations or something like that. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> cause-01 :ARG0 ( <pointer:2> want-01 :polarity - :ARG0 ( <pointer:3> i ) ) ) :snt2 ( <pointer:4> personality :mod ( <pointer:5> domineering ) :mod ( <pointer:6> type ) :mod ( <pointer:7> also ) :domain ( <pointer:8> person :ARG0-of ( <pointer:9> have-rel-role-91 :ARG1 ( <pointer:10> i ) :ARG2 ( <pointer:11> mother ) ) ) :ARG1-of ( <pointer:12> cause-01 :ARG0 ( <pointer:13> obligate-01 :ARG1 <pointer:8> :ARG2 ( <pointer:14> take-over-12 :ARG0 <pointer:8> :ARG1 ( <pointer:15> thing :ARG2-of ( <pointer:16> short-06 :ARG1 ( <pointer:17> person :ARG0-of ( <pointer:18> have-rel-role-91 :ARG1 <pointer:10> :ARG2 ( <pointer:19> dad ) ) ) ) ) ) ) ) ) )  </g> [EOS]",I was the first girl on my father's side of the family for four generations., My dad always treated me like a boy because I was the first girl on my father
"<t> It only takes three quick, easy steps to obtain a matching gift from your (or your spouse's) employer to enhance your donation to the Indiana University School of Law -Indianapolis. </t> <g> ( <pointer:0> get-02 :ARG0 ( <pointer:1> city :wiki <lit> Los Angeles </lit> :name ( <pointer:2> name :op1 <lit> Los </lit> :op2 <lit> Angeles </lit> ) ) :ARG1 ( <pointer:3> it ) :condition ( <pointer:4> name-01 :ARG0 ( <pointer:5> you ) :ARG1 <pointer:3> ) )  </g> [EOS]","A matching gift can be obtained from your employer or your friends if these three easy, quick steps are taken.", You can get a matching gift from your employer.  explains the three easy
"<t> Sixteen seconds after that transmission, ATC instructed the aircraft's pilots to climb to 35,000 feet. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> designate-01 :ARG1 ( <pointer:2> beach :quant ( <pointer:3> several ) :ARG1-of ( <pointer:4> include-91 :ARG2 ( <pointer:5> beach :poss ( <pointer:6> it ) ) ) :ARG2-of ( <pointer:7> include-91 :ARG1 ( <pointer:8> beach :wiki <lit> Pointe Tarare </lit> :name ( <pointer:9> name :op1 <lit> Pointe </lit> :op2 <lit> Tarare </lit> ) :ARG1-of ( <pointer:10> have-degree-91 :ARG2 ( <pointer:11> popular-02 :ARG1 <pointer:8> ) :ARG3 ( <pointer:12> most ) ) ) ) ) :ARG2 ( <pointer:13> nudism :ARG1-of ( <pointer:14> know-02 :ARG2 ( <pointer:15> naturisme ) :ARG1-of ( <pointer:16> local-02 ) ) ) :manner ( <pointer:17> official ) ) :op2 ( <pointer:18> appoint-01 :ARG1 ( <pointer:19> person :ARG0-of ( <pointer:20> have-org-role-91 :ARG2 ( <pointer:21> functionary ) ) :ARG0-of ( <pointer:22> have-org-role-91 :ARG1 ( <pointer:23> military :wiki - :name ( <pointer:24> name :op1 <lit> Chevalier </lit> :op2 <lit> de </lit> :op3 <lit> la </lit> :op4 <lit> L??gion </lit> :op5 <lit> d'Honneur </lit> ) ) ) ) :ARG2 ( <pointer:25> supervise-01 :ARG0 <pointer:19> :ARG1 ( <pointer:26> aspect :mod ( <pointer:27> sunbathe-01 :manner ( <pointer:28> buff ) ) :mod ( <pointer:29> all ) ) ) ) )  </g> [EOS]","The aircraft's pilots were told to increase their altitude to 35,000 feet."," ATC told the pilots to climb 35,000 feet.  When that"
<t> No state dollars are available for this project. </t> <g> ( <pointer:0> be-located-at-91 :ARG1 ( <pointer:1> space :ARG1-of ( <pointer:2> open-09 ) :ARG1-of ( <pointer:3> occupy-01 :ARG0 ( <pointer:4> worship-place :wiki - :name ( <pointer:5> name :op1 <lit> Temple </lit> :op2 <lit> of </lit> :op3 <lit> Athena </lit> ) ) :time ( <pointer:6> once ) ) :ARG1-of ( <pointer:7> close-10 :ARG2 ( <pointer:8> remain-01 :ARG1 ( <pointer:9> library :wiki - :name ( <pointer:10> name :op1 <lit> Pergamene </lit> ) ) ) ) ) :ARG2 ( <pointer:11> relative-position :op1 ( <pointer:12> ramp :purpose ( <pointer:13> enter-01 ) ) :direction ( <pointer:14> left-20 ) ) )  </g> [EOS],No state dollars can be given to this project. , The project is not funded by the state.  (ease of payment
"<t> When we began our research, we were advised by American industry participants to establish better performance measures'for example, how many minutes does it take to make a shirt? </t> <g> ( <pointer:0> and :op1 ( <pointer:1> mystery :topic ( <pointer:2> murder-01 :location ( <pointer:3> government-organization :wiki <lit> White House </lit> :name ( <pointer:4> name :op1 <lit> White </lit> :op2 <lit> House </lit> ) ) ) :mod ( <pointer:5> another ) ) :op2 ( <pointer:6> chance-02 :ARG1 ( <pointer:7> bash-01 :ARG1 ( <pointer:8> genre ) ) ) )  </g> [EOS]",We were given feedback when starting our research that urged us to use better measures of performance.," American industry participants advised us to establish better performance measures. , how many"
<t> Rosentraub Associate Dean of SPEA at Indianapolis </t> <g> ( <pointer:0> worry-02 :polarity - :ARG0 ( <pointer:1> person :wiki - :name ( <pointer:2> name :op1 <lit> Greuze </lit> ) ) :ARG1 ( <pointer:3> need-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> protect-01 :ARG1 <pointer:1> ) ) :ARG1-of ( <pointer:5> appear-02 ) )  </g> [EOS],Rosentraub is the Associate Dean., Rosentraub is an associate dean of SPEA at Indianapolis. 
"<t> At 9:32, they found one. </t> <g> ( <pointer:0> adulterate-01 :polarity - :ARG1 ( <pointer:1> lot ) :mod ( <pointer:2> still ) :time ( <pointer:3> yet ) :location ( <pointer:4> island :quant 2 ) :ARG0-of ( <pointer:5> mean-01 :ARG1 ( <pointer:6> have-03 :ARG0 ( <pointer:7> person :ARG0-of ( <pointer:8> visit-01 ) ) :ARG1 ( <pointer:9> choose-01 :ARG0 <pointer:7> ) :mod ( <pointer:10> also ) ) ) :mod ( <pointer:11> happy ) )  </g> [EOS]",One was found at 9:32.," They found one at 9:32. , they were happy about it"
<t> This information infrastructure proved most beneficial when it gave Penney's major vendors access to sales data via direct broadcast satellite. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> take-01 :polarity - :mode imperative :ARG0 <pointer:5> :ARG1 ( <pointer:3> it ) :ARG3 ( <pointer:4> heart ) ) :ARG2 ( <pointer:5> lad ) :ARG1-of ( <pointer:6> kind-01 ) )  </g> [EOS],This infrastructure of information allowed Penney's major vendors access to sales data., Penney's major vendors had access to sales data via direct broadcast satellite. 
"<t> Most of the book is an A-Z listing of words that are, for the most part, sexist, but, as the author sets forth in the User's Guide,  Some words are included here because they are  Is a belly dancer always a woman? </t> <g> ( <pointer:0> infer-01 :ARG1 ( <pointer:1> show-01 :ARG1 ( <pointer:2> feel-01 :ARG0 ( <pointer:3> person :wiki <lit> Jon Stewart </lit> :name ( <pointer:4> name :op1 <lit> Jon </lit> ) ) :ARG1 ( <pointer:5> and :op1 ( <pointer:6> age-01 :ARG1 <pointer:3> ) :op2 ( <pointer:7> weariness :poss <pointer:3> ) ) ) ) )  </g> [EOS]",Are there only women belly dancers?, The book has a lot of sexist words.  explains the sexism in it
"<t> More likely, they read wants as meaning `desires' rather than `lacks,' but that might well be a deliberate, facetious ambiguity. </t> <g> ( <pointer:0> person :wiki <lit> O. J. Simpson </lit> :name ( <pointer:1> name :op1 <lit> Simpson </lit> ) :path ( <pointer:2> tunnel :mod ( <pointer:3> time ) ) )  </g> [EOS]",They likely read wants as meaning 'desires' rather than 'lacks'.," They might have misunderstood the meaning of wants. ...or even more,"
<t> Because teaching a man to fish will keep him fed for his entire life. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> regulate-01 ) :op2 ( <pointer:2> nature :poss ( <pointer:3> serve-01 :ARG1 ( <pointer:4> deliver-01 :ARG1 ( <pointer:5> postal ) ) ) ) :ARG1-of ( <pointer:6> write-01 :ARG0 ( <pointer:7> person :ARG0-of ( <pointer:8> have-org-role-91 :ARG2 ( <pointer:9> editor ) ) ) ) )  </g> [EOS],It is better to help a person to become self-sufficient rather than reliant on others, A man will be fed for his entire life if he is taught to fish. 
"<t> On 9/11, the terrorists turned off the transponders on three of the four hijacked aircraft. </t> <g> ( <pointer:0> mount-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> have-org-role-91 :ARG1 ( <pointer:3> political-party :wiki <lit> Democratic Party (United States) </lit> :name ( <pointer:4> name :op1 <lit> Democratic </lit> :op2 <lit> Party </lit> ) ) ) :quant ( <pointer:5> several ) :ARG0-of ( <pointer:6> favor-01 :ARG1 ( <pointer:7> life ) ) ) :ARG1 ( <pointer:8> campaign-01 :ARG1-of ( <pointer:9> serious-02 ) :ARG0-of ( <pointer:10> oppose-01 :ARG1 ( <pointer:11> person :ARG0-of ( <pointer:12> have-org-role-91 :ARG1 ( <pointer:13> political-party :wiki <lit> Republican Party (United States) </lit> :name ( <pointer:14> name :op1 <lit> Republican </lit> :op2 <lit> Party </lit> ) ) ) :ARG0-of ( <pointer:15> favor-01 :ARG1 ( <pointer:16> choose-01 ) ) ) :frequency ( <pointer:17> often ) ) ) :location ( <pointer:18> level :mod ( <pointer:19> state ) ) )  </g> [EOS]",Three of the four hijacked airplanes had their transponders turned off., The terrorists turned off the transponders on three of their four hijacked aircraft.
"<t> So I remember silly things like that, that were a lot of fun . I read, uh, the story that, I don't, this isn't, ah, I think the first real story that I read was, uh, The Red Badge of Courage. </t> <g> ( <pointer:0> cover-01 :ARG0 ( <pointer:1> work-01 :ARG0 ( <pointer:2> government-organization :wiki <lit> Government Accountability Office </lit> :name ( <pointer:3> name :op1 <lit> GAO </lit> ) ) :ARG1 ( <pointer:4> practice-01 :ARG1-of ( <pointer:5> have-degree-91 :ARG2 ( <pointer:6> good-02 :ARG1 <pointer:4> ) :ARG3 ( <pointer:7> most ) ) ) :time ( <pointer:8> prior ) ) :ARG1 ( <pointer:9> achieve-01 :ARG1 ( <pointer:10> point :mod ( <pointer:11> know-01 ) :ord ( <pointer:12> ordinal-entity :value 1 ) ) ) )  </g> [EOS]",The Red Badge of Courage was the first bit of literature I read., I read The Red Badge of Courage.  explains that i remember silly things
"<t> For example, increasing the number of products offered in a category by a factor of four (say from fifty items to 200) without increasing total demand in the category would increase the coefficient of variation for each individual product by a factor of two. </t> <g> ( <pointer:0> permit-01 :ARG0 ( <pointer:1> technology :ARG1-of ( <pointer:2> use-01 :ARG2 ( <pointer:3> and :op1 ( <pointer:4> capture-01 :ARG1 ( <pointer:5> information ) ) :op2 ( <pointer:6> evaluate-01 :ARG1 <pointer:5> ) :ARG2-of ( <pointer:7> respond-01 :ARG1 ( <pointer:8> thing :ARG1-of ( <pointer:9>FP ) ) ) ) ) ) :ARG1 ( <pointer:10> and :op1 ( <pointer:11> compile-01 :ARG0 ( <pointer:12> company :wiki - :name ( <pointer:13> name :op1 <lit> LSC </lit> ) ) :ARG1 ( <pointer:14> information :ARG1-of ( <pointer:15> key-02 ) :topic ( <pointer:16> system :mod ( <pointer:17> deliver-01 ) ) ) ) :op2 ( <pointer:18> assess-01 :ARG0 <pointer:12> :ARG1 <pointer:14> ) :location ( <pointer:19> and :op1 ( <pointer:20> level :mod ( <pointer:21> program ) ) :op2 ( <pointer:22> level :mod ( <pointer:23> state ) ) :op3 ( <pointer:24> level :mod ( <pointer:25> region ) ) :op4 ( <pointer:26> level :mod ( <pointer:27> nation ) ) ) ) )  </g> [EOS]","As an example, increasing the number of products offered in a category by a factor of four.", The coefficient of variation for each individual product would increase by a factor.  For
"<t> He did so because one of the brothers did not have photo identification nor could he understand English, and because the agent found both of the passengers to be suspicious. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> cause-01 :ARG0 ( <pointer:2> excite-01 :ARG0 ( <pointer:3> be-located-at-91 :ARG2 ( <pointer:4> around :op1 ( <pointer:5> person :ARG1-of ( <pointer:6> differ-02 ) ) ) ) :ARG1-of ( <pointer:7> real-04 ) ) :ARG1 ( <pointer:8> miss-01 :ARG0 ( <pointer:9> i ) :ARG1 ( <pointer:10> that ) :mod ( <pointer:11> just ) :mod ( <pointer:12> gosh :mode expressive ) :time ( <pointer:13> come-01 :ARG1 ( <pointer:14> we ) :ARG4 ( <pointer:15> here ) ) ) ) )  </g> [EOS]",One of the brothers couldn't understand English and didn't have a photo ID., The agent thought that the brothers were suspicious.  He did so because one of
"<t> Be that as it may, a later Australian visitor to English drizzle might feel nostalgic when thinking of the parched and thirsty but water-obsessed vocabulary developed in the drier areas of our sunburnt land. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> relate-02 :ARG0 ( <pointer:2> show-04 :ARG1-of ( <pointer:3> begin-01 :time ( <pointer:4> date-entity :time <lit> 19:00 </lit> :dayperiod ( <pointer:5> evening ) :mod ( <pointer:6> each ) ) ) ) :ARG1 ( <pointer:7> history :poss ( <pointer:8> city :wiki <lit> Istanbul </lit> :name ( <pointer:9> name :op1 <lit> Istanbul </lit> ) ) ) :manner ( <pointer:10> fashion :mod ( <pointer:11> melodramatic ) ) ) :ARG2 ( <pointer:12> illuminate-01 :ARG0 ( <pointer:13> floodlight :ARG1-of ( <pointer:14> color-01 ) ) :ARG1 ( <pointer:15> architecture :mod ( <pointer:16> spectacular ) :part-of ( <pointer:17> worship-place :wiki <lit> Blue Mosque </lit> :name ( <pointer:18> name :op1 <lit> Blue </lit> :op2 <lit> Mosque </lit> ) ) ) ) )  </g> [EOS]",The vocabulary is obsessed with water., A later Australian visitor might feel nostalgic when thinking of the parched and thirsty but water
"<t> Umm, go ahead and tell me about a story. </t> <g> ( <pointer:0> thank-01 :ARG0 ( <pointer:1> we ) :ARG1 ( <pointer:2> you ) :ARG2 ( <pointer:3> try-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> help-01 :ARG0 <pointer:2> :ARG2 <pointer:1> ) ) :mod ( <pointer:5> anyway ) :mod ( <pointer:6> much :degree ( <pointer:7> very ) ) )  </g> [EOS]",Go forth and share a story with me.," Tell me about a story. , go ahead and tell it to you;"
"<t> So, what I am going to ask you is what was your philosophy behind that? </t> <g> ( <pointer:0> seem-01 :ARG1 ( <pointer:1> embarrass-01 :ARG1 ( <pointer:2> he ) :degree ( <pointer:3> trifle ) ) )  </g> [EOS]",I wanted to ask you what your philosophy was behind that.," What was your thought behind that? , what I am going to ask"
"<t> The NEADS technician who took this call from the FAA immediately passed the word to the mission crew commander, who reported to the NEADS battle  Mission Crew Commander,  Okay, uh, American Airlines is still airborne. </t> <g> ( <pointer:0> straddle-01 :ARG0 ( <pointer:1> city :wiki <lit> Guangzhou </lit> :name ( <pointer:2> name :op1 <lit> Guangzhou </lit> ) :ARG0-of ( <pointer:3> have-03 :ARG1 ( <pointer:4> population :quant ( <pointer:5> more-than :op1 5000000 ) ) ) ) :ARG1 ( <pointer:6> have-degree-91 :ARG1 ( <pointer:7> river :wiki <lit> Pearl River </lit> :name ( <pointer:8> name :op1 <lit> Pearl </lit> :op2 <lit> River </lit> ) :location ( <pointer:9> country :wiki <lit> China </lit> :name ( <pointer:10> name :op1 <lit> China </lit> ) ) ) :ARG2 ( <pointer:11> long-03 :ARG1 <pointer:7> ) :ARG3 ( <pointer:12> most :ord ( <pointer:13> ordinal-entity :value 5 ) ) ) :ARG0-of ( <pointer:14> link-01 :ARG1 <pointer:1> :ARG2 ( <pointer:15> sea :wiki <lit> South China Sea </lit> :name ( <pointer:16> name :op1 <lit> South </lit> :op2 <lit> China </lit> :op3 <lit> Sea </lit> ) ) ) )  </g> [EOS]","The technician talked to his commander, who then reported to the battle commander.", The NEADS technician told the commander that American Airlines was still flying. 
