premise,hypo,generated_hypo
"<t> Eleven, the first guy, he's heading towards Washington. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> help-01 :polarity - :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> chauffeur-01 ) ) :ARG1 ( <pointer:5> you ) :mod ( <pointer:6> any ) ) :time ( <pointer:7> then :time-of ( <pointer:8> catch-01 :ARG0 <pointer:1> :ARG1 ( <pointer:9> glance-01 :ARG0 ( <pointer:10> other ) :manner ( <pointer:11> sidelong ) ) ) ) )  </g> [EOS]",Eleven is DC bound.," Eleven is heading towards Washington. , he's the first guy; see"
"<t> All of this is a minor irritation to the user, but Philip Gove wanted to save space at all costs. </t> <g> ( <pointer:0> become-01 :ARG1 ( <pointer:1> centralize-01 :ARG1-of ( <pointer:2> love-01 :ARG0 ( <pointer:3> and :op1 ( <pointer:4> person :wiki - :name ( <pointer:5> name :op1 <lit> Richelieu </lit> ) ) :op2 ( <pointer:6> person :wiki <lit> Louis the Conqueror </lit> :name ( <pointer:7> name :op1 <lit> Louis </lit> :op2 <lit> XIV </lit> ) ) ) ) ) :ARG2 ( <pointer:8> reality ) )  </g> [EOS]",Philip Gove wanted to save space., Philip Gove wanted to save space at all costs.  The user is annoyed
"<t> In Sudan, he established an Islamic Army Shura that was to serve as the coordinating body for the consortium of terrorist groups with which he was forging alliances. </t> <g> ( <pointer:0> follow-up-03 :li 8 :ARG1 ( <pointer:1> and :op1 ( <pointer:2> hearing-02 :ARG2 ( <pointer:3> and :op1 ( <pointer:4> goal :poss ( <pointer:5> law :wiki <lit> American Recovery and Reinvestment Act of 2009 </lit> :name ( <pointer:6> name :op1 <lit> IRS </lit> :op2 <lit> Restructuring </lit> :op3 <lit> Act </lit> ) ) ) :op2 ( <pointer:7> fund-01 :ARG1 ( <pointer:8> government-organization :wiki <lit> Internal Revenue Service </lit> :name ( <pointer:9> name :op1 <lit> IRS </lit> ) ) ) ) :time ( <pointer:10> date-entity :day 8 :month 5 :year 2001 ) :ARG1-of ( <pointer:11> describe-01 :ARG0 ( <pointer:12> report :wiki - :name ( <pointer:13> name :op1 <lit> GAO-01-903R </lit> ) :time ( <pointer:14> date-entity :day 29 :month 6 :year 2001 ) ) ) ) :op2 ( <pointer:15> improve-01 :ARG0 <pointer:8> :ARG1 ( <pointer:16> capable-01 :ARG1 <pointer:8> :ARG2 ( <pointer:17> manage-01 ) ) :ARG1-of ( <pointer:18> continue-01 ) :ARG1-of ( <pointer:19> need-01 :ARG0 <pointer:8> :purpose ( <pointer:20> support-01 :ARG0 <pointer:16> :ARG1 ( <pointer:21> transform-01 :ARG1-of ( <pointer:22> long-03 ) ) ) ) ) ) ) "",</g> [EOS]",He was forging alliances with terrorist groups.," He was forming alliances with terrorist groups. , he established an Islamic Army"
"<t> Although each has made valuable contributions to our understanding, a new, more powerful view of the meaning of young children's play has arrived on the scene, thanks to Vygotsky's sociocultural theory. </t> <g> ( <pointer:0> publish-01 :ARG0 ( <pointer:1> commission ) :ARG1 ( <pointer:2> thing :ARG2-of ( <pointer:3> summarize-01 :ARG1 ( <pointer:4> analyze-01 :ARG0 <pointer:1> :ARG1 ( <pointer:5> flexibility :mod ( <pointer:6> regulate-01 ) ) :mod ( <pointer:7> final ) ) ) ) :location ( <pointer:8> publication :wiki <lit> Federal Register </lit> :name ( <pointer:9> name :op1 <lit> Federal </lit> :op2 <lit> Register </lit> ) :time ( <pointer:10> date-entity :year 1996 :month 9 :day 12 ) ) )  </g> [EOS]",Vygotsky's sociocultural theory greatly contributed to our understanding of the meaning of young children's play., Vygotsky's sociocultural theory has changed the way children play.
"<t> I just loved Cinderella . I also saw my sisters as the wicked stepsisters sometimes , and I was Cinderella, running around waiting on them. </t> <g> ( <pointer:0> publish-01 :ARG0 ( <pointer:1> newspaper ) :ARG1 ( <pointer:2> rate-entity-91 :ARG1 ( <pointer:3> letter :quant 1 :mod ( <pointer:4> just ) :source ( <pointer:5> person :ARG0-of ( <pointer:6> read-01 ) ) ) :ARG2 ( <pointer:7> temporal-quantity :quant 1 :unit ( <pointer:8> week ) ) ) :manner ( <pointer:9> riposte-01 :mod ( <pointer:10> editorial ) :location ( <pointer:11> bottom ) :time ( <pointer:12> always ) ) )  </g> [EOS]",My sisters were very similar in temperament to the wicked stepsisters from Cinderella. ," I loved Cinderella.  When my sisters were bad, it was me who"
<t> Moscow declared it would pull its military forces out of Afghanistan within the next nine months. </t> <g> ( <pointer:0> include-91 :ARG1 ( <pointer:1> it :ARG1-of ( <pointer:2> name-02 :ARG2 ( <pointer:3> and :op1 ( <pointer:4> gentleman :mod ( <pointer:5> city ) ) :op2 ( <pointer:6> burglar :mod ( <pointer:7> infamous ) ) ) ) ) :ARG2 ( <pointer:8> pub :ARG1-of ( <pointer:9> know-02 :location <pointer:5> :ARG1-of ( <pointer:10> have-degree-91 :ARG2 ( <pointer:11> good-02 :ARG1 <pointer:9> ) :ARG3 ( <pointer:12> most ) ) ) ) )  </g> [EOS],The military force of Moscow would be withdrawn from Afghanistan within nine months.," Moscow said it would withdraw its military from Afghanistan within nine months. ,"
"<t> By the late 1980s, a growing number of retailers had started changing the way they did business. </t> <g> ( <pointer:0> call-01 :polarity - :ARG0 ( <pointer:1> they ) :ARG1 ( <pointer:2> they ) :ARG2 ( <pointer:3> person :ARG0-of ( <pointer:4> immigrate-01 ) ) :time ( <pointer:5> anymore ) :time ( <pointer:6> day :poss ( <pointer:7> person :ARG0-of ( <pointer:8> have-rel-role-91 :ARG1 ( <pointer:9> i ) :ARG2 ( <pointer:10> grandfather ) ) ) :mod ( <pointer:11> back ) ) )  </g> [EOS]",Retailers began to change their business tactics in the late 1980s.," A lot of retailers changed their business. , a growing number had started"
"<t> Its only real faults are its title, which belies the content, the cutesy headings, and the lack of a truly detailed  self-indexing does not provide coverage of sufficient detail. </t> <g> ( <pointer:0> play-11 :ARG0 ( <pointer:1> station :mod ( <pointer:2> amr-unknown ) ) :ARG1 ( <pointer:3> music :mod ( <pointer:4> type :mod ( <pointer:5> that ) ) ) :mod ( <pointer:6> well ) )  </g> [EOS]","The title belies the content, and the self index lacks detail."," The title is misleading.  When you read the content, it's clear"
<t> Each suit is ideally made from pattern pieces cut from the same ply of cloth and the same region of material. </t> <g> ( <pointer:0> seem-01 :ARG1 ( <pointer:1> develop-02 :ARG0 ( <pointer:2> something :location ( <pointer:3> mind :poss ( <pointer:4> he ) ) ) :ARG1 ( <pointer:5> tan :ARG0-of ( <pointer:6> let-01 :ARG1 ( <pointer:7> face-01 :ARG0 <pointer:4> :ARG1 ( <pointer:8> bite-01 :ARG0 ( <pointer:9> chance-02 ) ) :manner ( <pointer:10> flinch-01 :polarity - :ARG0 <pointer:4> ) ) ) ) :mod ( <pointer:11> also ) ) )  </g> [EOS],Each suit should be made from one piece., The pattern pieces are cut from the same piece of cloth. ...what
"<t> Nothing I re, that I recall. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> say-01 :ARG0 ( <pointer:2> newspaper :wiki <lit> Los Angeles Times </lit> :name ( <pointer:3> name :op1 <lit> The </lit> :op2 <lit> Times </lit> ) ) :ARG1 ( <pointer:4> draw-up-03 :ARG1 ( <pointer:5> thing :ARG2-of ( <pointer:6> list-01 ) :ARG0-of ( <pointer:7> track-01 ) :mod ( <pointer:8> this ) ) :ARG2 ( <pointer:9> information :source ( <pointer:10> bookstore ) ) ) ) :ARG2 ( <pointer:11> say-01 :ARG0 ( <pointer:12> company :ARG0-of ( <pointer:13> publish-01 ) ) :ARG1 ( <pointer:14> call-up-04 :ARG0 <pointer:12> :ARG1 <pointer:2> :purpose ( <pointer:15> tip-off-02 :ARG0 <pointer:2> :ARG1 <pointer:12> :ARG2 ( <pointer:16> book :ARG1-of ( <pointer:17> sell-01 :manner ( <pointer:18> momentum :ARG1-of ( <pointer:19> increase-01 ) ) ) ) :purpose ( <pointer:20> possible-01 :ARG1 ( <pointer:21> add-02 :ARG1 <pointer:16> :ARG2 <pointer:5> ) ) ) :mod ( <pointer:22> routine ) ) ) )  </g> [EOS]",Not anything that I can remember.," I don't recall anything. , that i remember...and it's"
"<t> It is difficult to place all the blame on Renfrew, for his editor should have noticed the lack of coherence. </t> <g> ( <pointer:0> think-01 :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> amr-unknown ) :ARG2 ( <pointer:3> and :op1 ( <pointer:4> tax-01 ) :op2 ( <pointer:5> think-01 :ARG0 <pointer:1> :ARG1 ( <pointer:6> pay-01 :ARG0 ( <pointer:7> we ) :ARG1 ( <pointer:8> much :ARG2-of ( <pointer:9> have-degree-91 :ARG1 <pointer:6> :ARG3 ( <pointer:10> too ) ) ) ) ) ) :mod ( <pointer:11> well :mode expressive ) )  </g> [EOS]",It's hard to completely blame Renfrew. , Renfrew's editor should have noticed the lack of coherence.  It
"<t> But as Figure 7.9 suggests, a manufacturer can pay somewhat more to make certain units'those with high weekly variation in sales'in quick production lines and still reap a better return than it would by making all of the product in a less expensive, slower plant. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> guess-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> possible-01 :ARG1 ( <pointer:4> take-02 :ARG0 <pointer:2> :ARG1 ( <pointer:5> wrong-04 :ARG1 ( <pointer:6> we :ARG0-of ( <pointer:7> pursue-01 :ARG1 ( <pointer:8> person :wiki <lit> Julius Caesar </lit> :name ( <pointer:9> name :op1 <lit> Julius </lit> ) ) ) ) ) ) ) ) )  </g> [EOS]",Figure 7.9 suggests that a manufacturer can pay more to make units with high variation and reap better return that it would making product at slower less expensive plants., Figure 7.9 suggests that a manufacturer can pay somewhat more to make certain units't
<t> The President apparently spoke to Secretary Rumsfeld for the first time that morning shortly after 10:00. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> bring-01 :ARG0 <pointer:1> :ARG1 ( <pointer:3> propose-01 :ARG1 ( <pointer:4> helmet :mod ( <pointer:5> professional ) :mod ( <pointer:6> parachute-01 ) :part ( <pointer:7> system :mod ( <pointer:8> airbag ) ) ) ) ) )  </g> [EOS],It seems that the President and Rumsfeld conversed that morning., The President spoke to Rumsfeld shortly after 10. ...what?
"<t> set in a type (as boldface) readily distinguishable from that of the lightface running text which defines, explains, or identifies the entry </t> <g> ( <pointer:0> hope-01 :ARG0 ( <pointer:1> it ) :ARG1 ( <pointer:2> bring-on-06 :ARG0 <pointer:1> :ARG1 ( <pointer:3> person :quant ( <pointer:4> or :op1 25 :op2 35 ) :mod ( <pointer:5> another ) ) :time ( <pointer:6> open-01 :ARG1 ( <pointer:7> building :ARG1-of ( <pointer:8> new-01 ) ) :time ( <pointer:9> date-entity :season ( <pointer:10> fall ) :mod ( <pointer:11> year :mod ( <pointer:12> next ) ) ) ) ) )  </g> [EOS]",The boldface type will be distinct from the lightface text.," The lightface running text defines, explains or identifies the entry.  ("
"<t> It's summertime, so it must be time for CAMP! </t> <g> ( <pointer:0> well-09 :ARG1 ( <pointer:1> that ) )  </g> [EOS]",When it's summertime it is time for camp!, It's time for camp. ...what else is new? ) c
<t> So now I'm going to run three pools over the summer. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> and :op1 ( <pointer:2> obligate-01 :ARG2 ( <pointer:3> have-03 :ARG0 ( <pointer:4> you ) :ARG1 ( <pointer:5> money ) :purpose ( <pointer:6> save-01 :ARG0 <pointer:4> :ARG1 <pointer:5> ) ) ) :op2 ( <pointer:7> have-03 :polarity - :ARG0 ( <pointer:8> couple :ARG0-of ( <pointer:9> have-03 :ARG1 ( <pointer:10> child :mod ( <pointer:11> young ) ) ) :quant ( <pointer:12> many ) ) :ARG1 ( <pointer:13> luxury :mod ( <pointer:14> tuck-away-02 :ARG0 <pointer:8> :ARG1 ( <pointer:15> rate-entity-91 :ARG1 ( <pointer:16> monetary-quantity :quant 2000 :unit ( <pointer:17> dollar ) ) :ARG2 ( <pointer:18> temporal-quantity :quant 1 :unit ( <pointer:19> year ) ) :mod ( <pointer:20> each ) ) :purpose ( <pointer:21> year :mod ( <pointer:22> golden ) :poss <pointer:8> ) ) ) ) ) )  </g> [EOS],This summer I'm going to run three pools.," I will run three pools in the summer. , now i'm going"
<t> In late October a young woman librarian at the college took me to a flower-arranging exhibition. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> take-away-05 :ARG0 ( <pointer:2> it ) :ARG1 ( <pointer:3> time :ARG1-of ( <pointer:4> have-quant-91 :ARG2 ( <pointer:5> much ) :ARG3 ( <pointer:6> so ) ) ) :source ( <pointer:7> person :ARG0-of ( <pointer:8> have-rel-role-91 :ARG1 ( <pointer:9> you ) :ARG2 ( <pointer:10> kid ) ) ) ) )  </g> [EOS],I went to a flower-arranging exhibition in late October., I went to a flower-arranging exhibition in October.  (e
<t> Bin Ladin also relies heavily on the Egyptian writer Sayyid Qutb. </t> <g> ( <pointer:0> think-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> obligate-01 :ARG1 <pointer:1> :ARG2 ( <pointer:3> go-06 :ARG0 <pointer:1> :ARG2 ( <pointer:4> or :op1 ( <pointer:5> one :ARG1-of ( <pointer:6> include-91 :ARG2 ( <pointer:7> brace :mod ( <pointer:8> splint ) :mod ( <pointer:9> that ) ) ) ) :op2 ( <pointer:10> something ) ) :mod ( <pointer:11> just ) ) :mod ( <pointer:12> probable ) ) :mod ( <pointer:13> yeah :mode expressive ) )  </g> [EOS],Bin Ladin needs the writer Sayyid Qutb.  ," Sayyid Qutb is an Egyptian writer. , i think"
"<t> Rosy, too, had seen the tune as Muskrat, Muskat , and Muscat .  I asked him what he thought the original title was. </t> <g> ( <pointer:0> run-02 :ARG0 ( <pointer:1> person :wiki <lit> Jon Stewart </lit> :name ( <pointer:2> name :op1 <lit> Jon </lit> ) ) :time ( <pointer:3> collapse-01 :ARG1 ( <pointer:4> tunnel ) :location ( <pointer:5> behind :op1 <pointer:1> ) ) )  </g> [EOS]",Rosy had seen the tune with several names., Rosy had heard the tune before.  I asked him what he thought it
<t> Mass customization of this sort also means that a single garment must pass through the sewing room at a time. </t> <g> ( <pointer:0> meet-03 :ARG0 ( <pointer:1> group :ARG0-of ( <pointer:2> work-01 ) :mod ( <pointer:3> each ) ) :frequency ( <pointer:4> several ) :purpose ( <pointer:5> develop-02 :ARG0 <pointer:1> :ARG1 ( <pointer:6> recommend-01 :ARG0 <pointer:1> :ARG1 ( <pointer:7> change-01 :ARG1 ( <pointer:8> system :mod ( <pointer:9> deliver-01 :ARG1 ( <pointer:10> service :ARG1-of ( <pointer:11> legal-02 ) ) ) ) ) ) ) )  </g> [EOS],Only a single piece of clothing can be worked on at a time.," A single garment must pass through the sewing room at a time. ,"
"<t> Um, well I know it was before I was five, probably, I know at least four and I'm sure she read to me before that. </t> <g> ( <pointer:0> assure-01 :polarity ( <pointer:1> amr-unknown ) :ARG1 ( <pointer:2> we ) :ARG2 ( <pointer:3> succeed-01 :ARG0 <pointer:2> ) )  </g> [EOS]",I am certain that she read to me but I can't pinpoint the exact age. , I know that it was before five.  (eagerly) and
"<t> In 1990, the law school received only $18,114 in matching gifts from 15 companies. </t> <g> ( <pointer:0> recommend-01 :ARG1 ( <pointer:1> fix-02 :ARG0 ( <pointer:2> you ) ) )  </g> [EOS]","The law school received only $18,114 in matching gifts in the year 1990."," The law school received $18,114 in matching gifts from 15 companies. "
"<t> Lancame has begun to market a line of cosmetics called Nios??me, which lexics (opposite of dyslexics) may read as Noisame, a singularly unimaginative name for a  it ranks with product names like Anusol (regardless of its pronunciation in commercials). </t> <g> ( <pointer:0> pleasure :domain ( <pointer:1> talk-01 :ARG0 ( <pointer:2> i ) :ARG2 ( <pointer:3> you ) ) )  </g> [EOS]","A new collection of makeup by Lancame has been named Nios??me, perhaps read as Noisame by some, a name that can be rated as uncreative as the product Anusol.", Lancame has a line of cosmetics called Nios??me.  explains
"<t> More generally, feminists reveal and question implied norms in language and hence in our consciousness, ranging from the application form's unmarried which suggests that marriage is the normal state (as parents of twins imply double births expected, referring to non-twins as singletons ) to more complex issues, such as those associated with terms like masculine and feminine .  Anomalies in language become evidence. </t> <g> ( <pointer:0> person :wiki <lit> Howard Berman </lit> :name ( <pointer:1> name :op1 <lit> Howard </lit> :op2 <lit> Berman </lit> ) :source ( <pointer:2> state :wiki <lit> California </lit> :name ( <pointer:3> name :op1 <lit> California </lit> ) ) :ARG0-of ( <pointer:4> influence-01 ) :ARG0-of ( <pointer:5> have-org-role-91 :ARG1 ( <pointer:6> government-organization :wiki <lit> United States House Committee on Foreign Affairs </lit> :name ( <pointer:7> name :op1 <lit> House </lit> :op2 <lit> International </lit> :op3 <lit> Relations </lit> :op4 <lit> Committee </lit> ) ) :ARG2 ( <pointer:8> member ) ) :ARG0-of ( <pointer:9> have-org-role-91 :ARG1 ( <pointer:10> political-party :wiki <lit> Democratic Party (United States) </lit> :name ( <pointer:11> name :op1 <lit> Democrat </lit> ) ) ) )  </g> [EOS]",Feminists use irregularities in language as proof., Feminists reveal and question implied norms in language. ...what if the
"<t> They had bookshelves, um, that my daddy built, that were built in bookshelves and he um, they were filled up with books, and one summer, I remember when I was a teenager, I just made it a mission to read as many of those books as I could, and I plowed, they were fiction most of them. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> they ) :ARG1 ( <pointer:2> and :op1 ( <pointer:3> cause-01 :ARG0 ( <pointer:4> amr-unknown ) :ARG1 ( <pointer:5> buy-01 :polarity - :ARG0 ( <pointer:6> you ) ) ) :op2 ( <pointer:7> cause-01 :ARG0 ( <pointer:8> amr-unknown ) :ARG1 ( <pointer:9> try-01 :polarity - :ARG0 <pointer:6> :ARG1 ( <pointer:10> something :ARG1-of ( <pointer:11> have-degree-91 :ARG2 ( <pointer:12> mainline ) :ARG3 ( <pointer:13> more ) ) ) ) ) ) )  </g> [EOS]",One summer I read through a lot of the books on the shelf.," I read a lot of fiction when i was younger. , that my"
