Every meter of fabric destined for apparel production is normally inspected by the textile manufacturer. [EOS],Textile manufacturers will usually check through the materials headed for clothes production.,"The textile manufacturer inspects every meter of fabric. Vegas, California"
"Not really original, no, it was, uh, poems by well-known authors that you'd find in a book, but she had to memorize a lot of them, and she, but she read us children's poems, too, out of books, books that were written for children. [EOS]",My mom had to recall a lot of poems by memory.,She read us poems by well-known authors. onece the originality
The groundwork for a true global terrorist network was being laid. [EOS],The bedrock was set up for a worldwide terror organization.,The groundwork for a true global terrorist network was being laid.  summa­
I want to know much of you. [EOS],Tell me more about yourself.,I want to know a lot about you. onecement of information is
The hijacker pilot then advanced the throttles to maximum power and dove toward the Pentagon. [EOS],The hijacker directed the plane toward the Pentagon.,The hijacker pilot advanced the throttle to maximum power and dove toward Pentagon. 
Everyone talks nowadays about making dictionaries user-friendlier. [EOS],Many people agree that dictionaries should be user-friendly.,Everyone talks about making dictionaries more user-friendly. onece over time
"You want to be down anymore than anybody else, so-- [EOS]","You would prefer, over others, to be down, alas--","You want to be down more than anyone else. onece--""So"
"Corroboration is not readily forthcoming from the OED, unless we accept a citation from Lydgate, dated c 1450: Pryd gothe beforen And schame comythe aftyr, and blawythe horne. [EOS]","We must accept a citation from Lydgate, to get corrobortion from the OED.",Lydgate gave a citation in 1450. onecephaly hor
That's how I got them hundred dollars. [EOS],That's how i got a hundred dollars.,I got them a hundred dollars. one sum of money? That's how
"When a baseball player is removed by the manager, the organist plays  Auld Lang Syne.  [EOS]",The organist plays a song when a baseball player is taken away.,The organist plays Auld Lang Syne when a baseball player is removed by the
"Ah, we heard a suspicious transmission on our departure out of Boston, ah, with someone, ah, it sounded like someone keyed the mikes and said ah everyone ah stay in your seats. [EOS]",We had intercepted a suspicious transmission from a plane.,We heard a suspicious transmission on our departure out of Boston.  summa contra
"For one thing, he documents many neologisms, an activity that endears him to many working lexicographers. [EOS]",Lexicographers are fond of him because he describes so many neologisms.,"He documents many neologisms, an activity that endears him to working lexic"
Not too many stories about Grandmom and Grandpop though they were pretty quiet. [EOS],Grandpa and Grandma were the quiet types so there weren't many stories about them.,There were not many stories about Grandmom and Dad. onece the amount
"The remainder of Chapter 1 is mainly a catalogue of misinterpretations, aberrations, and plain errors regarding the use of man as a generic. [EOS]","The rest of chapter 1 is mostly cataloged misinterpretations, aberrations and plan errors. ",The remainder of Chapter 1 is mostly a catalogue. oneventimeChapter1
"In this chapter, we will concentrate on the past hundred years, outlining major changes in American retail, apparel, and textiles that occurred before the 1980s. [EOS]",This chapter will be all about the American business.,"Major changes in American retail, apparel and textiles occurred before the 1980s. "
