premise,hypo,generated_hypo
Benson's action picture in Lucia in London (Chapter 8):  Georgie stepped on a beautiful pansy.  [EOS],Georgie crushed a beautiful flower in Chapter 8 of Lucia in London.,Georgie stepped on a beautiful pansy in Benson's action film. PH
"In order to develop job skills, a man with some serious disabilities begins working in Goodwill's industrial division. [EOS]",A man with disabilities works in the industrial division. ,A man with serious disabilities begins working in Goodwill's industrial division. PH
Marking cartons and containers for shipment according to channel-wide standards can speed up distribution. [EOS],Distribution times can be reduced by following channel-wide standards for marking shipment containers.,Cartons and containers can be marked to speed up distribution. PHOTO:
"For example, even at age 2, they waited patiently to open a small gift until a guest had departed'proper etiquette in Chinese culture. [EOS]",They waited to open a small gift when they were very small.,They waited until a guest had left before opening their gifts. PHOTO:
"While writers whose business it is to be witty often fail to produce, grave authors occasionally are mirthful when laughter is farthest from their minds. [EOS]",Grave authors are sometimes funny when they don't try to be.,Writers who are witty often fail to produce. factoryAdvertisementscommentsAbout
"When Hart, Schaffner, and Marx, for instance, opened its doors in 1879, only 40 percent of men's suits were ready-made. [EOS]","When Hart, Schaffner, and Marx first opened, only a small amount of their suits were ready-made.","Only 40 percent of suits were ready-made when Hart, Schaffner and Marx"
Thank you for your generosity. [EOS],Thank you so much for your generous gift.,Thank you for your generosity. PHILIPPEASANTISTAX
"While pretending, Vygotsky explained, children repeatedly face confiicts between the rules of the make-believe situation and what they would do if they could act impulsively, and they usually decide in favor of the rules. [EOS]","Children have to make choices when pretending if they will act out of impulse or follow the rules of the make-believe situation, and they usually choose to follow the rules. ",Vygotsky explained that children face a choice between the rules of make-bel
"That war, like others, produced disgruntled veterans and those more adventurous or more restless after military service. [EOS]",That war produced more adventurous and restless disgruntled veterans after military service.,The war produced disgruntled veterans and those more adventurous or restless after military service. 
"A few months ago, Carl Newton and I wrote a letter asking you to consider a financial contribution to graduate Endodontics at Indiana University. [EOS]",Carl Newton and I corresponded with you a few months ago asking you to contribute financially. ,Carl Newton and I wrote a letter asking you to consider making financial contributions. 
"The flight had taken off just as American 11 was being hijacked, and at 8:42 the United 175 flight crew completed their report on a suspicious transmission overheard from another plane (which turned out to have been Flight 11) just after takeoff. [EOS]",The United aircrew reported suspicious behavior after takeoff.,The flight took off just as American 11 was being hijacked. PHOTO:
"The most recent hijacking that involved U.S. air traffic controllers, FAA management, and military coordination had occurred in 1993. [EOS]",The most recent hijacking that involved three air-traffic related organizations had been in 1993.,"The most recent hijacking involved U.S air traffic controllers, FAA management and military"
"Instead, the Department established the Joint Forces Command, located at Norfolk, Virginia, making it responsible for military response to domestic emergencies, both natural and man-made. [EOS]",The Department established the Joint Forces Command in Virginia.,The Joint Forces Command was established by the Department. factoryAdvertisementscomments about
When are you going to that? [EOS],What time are you heading there?,When are you going to that? factory.comCommentscommentsandrew
You and I have done some important work together. [EOS],The work we have accomplished together is very important.,We have done some important work together. PHILIPPE MALoney
