premise,hypo,generated_hypo
"Then, too, there have been the campaigners who have gone to what some regard as opposite  if the head of a committee is known to be a man or a woman, then chairman or chairwoman must surely be the proper denotation; if the sex of the person is not known, then chairperson , though awkward-sounding, is the preferred form. [EOS]",The gender of the person in question will determine the proper denotation.,"Some campaigners have gone to what some regard as opposite. onece, if"
"But then, ha, ha that changed quickly. [EOS]",That has changed quickly.,"That changed quickly. onece over the course of a short period, but"
I guess I had a friend staying overnight. [EOS],I suppose my friend stayed until morning. ,"I had a friend staying overnight. Vegas, I guess? -"
Counts to four. [EOS],Says the first four numbers.,"Count to four. one hundred sixty-four degrees of freedom, or so"
"It was led by Ali Mohamed, a former Egyptian army officer who had moved to the United States in the mid-1980s, enlisted in the U.S. [EOS]","Ali Mohamed, an Egyptian immigrant to the United States, led it.",Ali Mohamed was a former Egyptian army officer who moved to the US in 1980. 
Where in Charlotte? [EOS],What location in Charlotte?,Where in Charlotte? one point. The location of the place is located within
"OK, I said, So, how do we do it? [EOS]",What need to be done?,"I asked how we do it. onece, I said: How?"
From the airplane or from the ground? [EOS],"The question was asked, ""from the airplane or from the ground?""","From the ground or an airplane? one.com report on this topic,"
Goodwill helps people get off of public assistance. [EOS],Goodwill can lead to people being off public assistance.,Goodwill helps people get off of public assistance. oneceventively
Bin Ladin now had a vision of himself as head of an international jihad confederation. [EOS],Bin Laden fancied himself as the leader of an international Jihad confederation.,Bin Ladins had a vision of himself as the head. Confederation
"Although few retailers have embraced the complete set of forecasting and inventory models described in this chapter, lean retailers are moving in that direction. [EOS]",Lean retailers are moving toward a complete set of forecasting and inventory models.,Few retailers have embraced the complete set of forecasting and inventory models described in this chapter.
"For example, in the OLW lexicon, when two people'sometimes but not always a man and a woman'agree that they Lword one another, they often enter into one of the Cwords , which leads perhaps eventually to the M-word , which in turn authorizes them to F-word with the sanction of church and state. [EOS]","Case in point: using the OLW lingo, when a couple (regardless of the gender makeup thereof) Lword each other, it can lead them to a Cword, which may lead to the Mword, allowing them to F-word with divine and governmental permission.",The OLW lexicon allows people to use the M-word. one
Does he ever let you drive the car? [EOS],Do you ever get to drive the car?,Does he let you drive the car? (x) - is that what
"They are thus a ready audience for calls to Muslims to purify their society, reject unwelcome modernization, and adhere strictly to the Sharia. [EOS]",They were receptive to calls that Muslims should purify their society.  ,"They are a ready audience for calls to Muslims. onece the Sharia,"
"pediculosis Not as foot disease nor the bad breath of children, but just plain (and literally) lousiness. [EOS]",Having bad breath as a child is not a sign of pediculosis.,"Pediculosis is not as foot disease nor the bad breath of children, but"
