<t> I am inclined to prefer perjink and its derivatives.</t> [EOS],Perjink and its derivatives are attractive to me. ,"I prefer perjink and its derivatives.  expressive, I am inclined"
"<t>  I'm going to try to confirm an ID for you, but I would assume he's somewhere over, uh, either New Jersey or somewhere further south.</t> [EOS]",I will attempt to confirm an identification for you.,I'm going to try and confirm your ID.  revealingHe's somewhere south
<t> We first turn to the problem of forecasting sales in retail stores.</t> [EOS],The first issue to look at is sales forecasting.,We first look at the problem of forecasting sales in retail stores.  expressive
"<t> If these special children are to become the adults we all need them to be, we have to lead them in the right direction right now.</t> [EOS]",Special children need to be lead in the right direction if we want them to be the adults we need them to be someday. ,We need to lead these special children in the right direction.  expressive:
<t> He inspired more research on children's thinking than any other single theorist.</t> [EOS],He inspired more research on how children think when compared with all other theorists.,He was the one who inspired more research on children's thinking than any other theorist.
<t> These funds would insure that scholarships are available to students as long as there are students to support.</t> [EOS],The funds are planned to be used to help students,"As long as there are students to support, these funds would insure that scholarships."
<t> It was always warm.</t> [EOS],Its temperature was always pretty warm.,"It was always warm. , it's a thing that is known as"
"<t> During his entire time in Sudan, he had maintained guesthouses and training camps in Pakistan and Afghanistan.</t> [EOS]",He had kept up with guesthouses and training camps in Pakistan and Afghanistan during his time in Sudan.,He had guesthouses and training camps in Pakistan.  expressive: prep-
"<t> Under Boolean algebra , W has the  a set that is closed under the two commutative binary operations and that can be described by any of various systems of postulates all of which can be deduced from the postulates that an identity element exists for each operation, that each operation is distributive over the other, and that for every element in the set there is another element which when combined with the first under one of the operations yields the identity element of the other operation&lt;under the operations of taking intersections and unions, the subsets of a given set form a Boolean algebra</t> [EOS]","Under Boolean algebra, W is an element of the postulates which combines with the commutative binary options to describe various systems of postulates.",W has a set that is closed under the two commutative binary operations.
"<t> In the apt description of one witness, It drops below the radar screen and it's just continually hovering in your imagination; you don't know where it is or what happens to it.</t> [EOS]",It is hard for one to realize what just happened.,"One witness described it as being like a ghost.  imperative, It drops"
"<t> Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.</t> [EOS]",Small specialty shops had limited selections.,Department stores offered fixed prices and the convenience of returning purchases for exchange or cash.
<t>  You can't do it with your hands; you need a peeler.</t> [EOS],"A peeler is needed, you can't do it with your hands.",You need a peeler to do it.  revealing: You can't use
<t> Return the completed card with your check by October 15 to receive an invitation to a special artist dinner on November 8.</t> [EOS],An invitation to a great dinner will be sent if you return the completed card.,The card with the check is due by October 15.  expressive: op
"<t> The music industry, well, you want more of the juicy, sordid details.</t> [EOS]",You want more of the gossip.,You want to hear more about the music industry.  revealing: prep-in
