premise,hypo,generated_hypo
"I am happy, by the way, that Abate did not say that studying Latin helps you to think clearly'an erroneous notion still often heard. [EOS]",I am happy with what Abate had not mentioned about the studying of Latin.,I am happy that Abate didn't say studying Latin helps you to think clearly.
 Kid  Ory played great jazz trombone. [EOS],Kid played jazz music.,Ory played a great jazz trombone. I'm sure you know
"Spreading the cloth many plies thick without stressing the cloth is, again, one of the quality steps of getting ready to sew. [EOS]",One important step in sewing is spreading the cloth many piles thick and not stressing it.,Spreading the cloth many plies thick without stressing it is one of quality steps.
"Increased rates of product introduction, product proliferation, and shortened product cycles mean that companies have to respond much faster to rapidly changing markets. [EOS]","Increased production rates, proliferation, and shortened product cycles mean companies need to respond quickly to rapidly changing markets.",Companies have to respond much faster.  and quicker than they used in the past
"Even Shelley may stake a claim, if only in the pajama division of this sector, thanks to his description in Epipsychidion of how [EOS]",Shelly is now able to stake a claim in the pajama division of the sector.,Shelley may stake a claim in the pajama division of this sector.
We are also planning new initiatives. [EOS],We are going to have new initiatives,We are also planning new initiatives. I'm sure you know that! .
What are the most important human needs here in central Indiana? [EOS],What needs are the highest priority for people in central Indiana? ,What are the most important human needs here in central Indiana? . What's
"Then, too, there have been the campaigners who have gone to what some regard as opposite  if the head of a committee is known to be a man or a woman, then chairman or chairwoman must surely be the proper denotation; if the sex of the person is not known, then chairperson , though awkward-sounding, is the preferred form. [EOS]",The gender of the person in question will determine the proper denotation.,"If the head of a committee is known to be male or female, then chairman must"
"But then, ha, ha that changed quickly. [EOS]",That has changed quickly.,"That changed quickly. I was surprised by that, ha! That's what"
I guess I had a friend staying overnight. [EOS],I suppose my friend stayed until morning. ,I had a friend who stayed overnight.  I guess? .The person was
Counts to four. [EOS],Says the first four numbers.,"Four counts. I'm counting four people at the moment, and I have"
"It was led by Ali Mohamed, a former Egyptian army officer who had moved to the United States in the mid-1980s, enlisted in the U.S. [EOS]","Ali Mohamed, an Egyptian immigrant to the United States, led it.",Ali Mohamed was a former Egyptian army officer. I'm led by Ali Moh
Where in Charlotte? [EOS],What location in Charlotte?,Where in Charlotte? . Where is it located??...where's that location
"OK, I said, So, how do we do it? [EOS]",What need to be done?,"I asked how we would do it.  and I said, ""So?"""
From the airplane or from the ground? [EOS],"The question was asked, ""from the airplane or from the ground?""",From the air or from ground? . . The question is posed by someone
Goodwill helps people get off of public assistance. [EOS],Goodwill can lead to people being off public assistance.,Goodwill helps people get off of public assistance. I am a beneficiary in
Bin Ladin now had a vision of himself as head of an international jihad confederation. [EOS],Bin Laden fancied himself as the leader of an international Jihad confederation.,Bin Ladon had a vision of himself as the leader. I'm
