,task,verb,premise,hypothesis,label
716,that,expect,We expect that the tool will gain national adoption within 6 months.,The tool will gain national adoption within 6 months.,1
717,that,expect,It was somewhat expected that Julius would come better equipped.,Julius would come better equipped.,1
718,that,expect,Nobody expects that the devil would take the form of a lawyer.,The devil would take the form of a lawyer.,1
719,that,expect,It is expected that exposure will be reduced with this rule.,Exposure will be reduced with this rule.,1
720,that,expect,It is expected that his transition will be smooth.,His transition will be smooth.,1
721,that,decide,France decided that Louis XIV would be the new ruler of Spain.,Louis xiv would be the new ruler of spain.,1
722,that,decide,Conservatives decided that a safety net might be necessary.,A safety net might be necessary.,1
723,that,decide,Poirot decided that Miss Howard must be kept in the dark.,Miss howard must be kept in the dark.,1
724,that,decide,Critics decided that his 1960s work will be forgotten.,His 1960s work will be forgotten.,1
725,that,assert,Popular accounts assert that certain methods like quick response benefit both consumers and retailers.,Certain methods like quick response benefit both consumers and retailers.,1
726,that,insist,Mr. Carter insisted that he didn't.,He did n't.,1
727,that,prove,Events proved that I was right in my supposition.,I was right in my supposition.,1
728,that,insist,Others insist that it was just a storehouse for jewels.,It was just a storehouse for jewels.,1
729,that,prove,But Dorcas proved that the possibility was real.,The possibility was real.,1
730,that,prove,Black Holes prove that there is no God at all.  ,There is no god at all.,1
731,that,prove,The evidence proves that he committed a murder.,He committed a murder.,1
732,that,prove,None of this proves that realism is corrupt.,Realism is corrupt.,1
733,that,reveal,One Democratic staffer in the house revealed that previous GAO studies show LSC is flouting congressional stipulations.,Previous gao studies show lsc is flouting congressional stipulations.,0
734,that,reveal,Analysis of security incidents revealed that there was significant progress in minimizing securiy breach risk.,There was significant progress in minimizing securiy breach risk.,0
735,that,reveal,Peggy Miller's observational study revealed that preschoolers and family members narrated past experiences.,Preschoolers and family members narrated past experiences.,0
736,that,reveal,A related article reveals that 18 percent of Americans expect the world to end during their lifetime.,18 percent of americans expect the world to end during their lifetime.,0
737,that,reveal,"The much-previewed profile of Michael Huffington reveals that he is--surprise, surprise--gay.","He is -- surprise, surprise -- gay.",0
738,that,reveal,"In the Zapruder film is revealed that he was a conspirator, this was a shock for the public.",He was a conspirator.,0
739,that,reveal,"It was later revealed that Clinton did hit on Willey, and they settled out of court.",Clinton did hit on willey.,0
740,that,reveal,The statistics revealed that more people are in federal prison than state prison.,More people are in federal prison than state prison.,0
741,that,announce,"Earlier this year, I announced that we would be reducing our field offices from 16 to 11 effective November 2000.",We would be reducing our field offices from 16 to 11 effective november 2000.,1
742,that,announce,"They jubilantly announced that the baby, born in May, shows no sign of the congenital condition.","The baby, born in may, shows no sign of the congenital condition.",1
743,that,announce,She announces that we need to learn from public debate about the need for emotional investment.,We need to learn from public debate about the need for emotional investment.,1
744,that,announce,All restaurants announce that official complaint forms are available to dissatisfied clients.,Official complaint forms are available to dissatisfied clients.,1
745,that,announce,The Independent Gay Forum has announced that it is closely tied to left-right politics.,It is closely tied to left-right politics.,1
746,that,announce,The American announced that he would be leaving in a month.,He would be leaving in a month.,1
747,that,announce,We announce that Joe Bananas has closed permanently. ,Joe bananas has closed permanently.,1
748,that,announce,He announced that he had a relationship with.,He had a relationship with.,1
749,that,insist,I insisted that I needed to give her more attention and she got upset.,I needed to give her more attention.,1
750,that,insist,People insisted that the UFC put ropes up to protect the crowds.,The ufc put ropes up to protect the crowds.,1
751,that,insist,"Morris, of course, insists that vote.com poses no such threat.",Vote.com poses no such threat.,1
752,that,insist,"Healey insisted that it has to be apocrypha, it was important.",It has to be apocrypha.,1
753,that,insist,Hersh insists that Pollard gave away no US intelligence.,Pollard gave away no us intelligence.,1
754,that,declare,"One admiral declares that he was literally thus cradled, under the breast of a gun-carriage. ","He was literally thus cradled, under the breast of a gun-carriage.",1
755,that,worry,He was worried that they would see through them,They would see through them.,1
756,that,worry,Tuppence was worried that nothing could be done.,Nothing could be done.,1
757,that,see,"Norm, I see that Gene's performance is tomorrow---afternoon.",Gene's performance is tomorrow -- afternoon.,0
758,that,see,Had he seen that the arrest had already happened?,The arrest had already happened.,0
