,task,verb,premise,hypothesis,label
744,that,announce,All restaurants do not announce that official complaint forms are available to dissatisfied clients.,Official complaint forms are available to dissatisfied clients.,1
745,that,announce,The Independent Gay Forum has not announced that it is closely tied to left-right politics.,It is closely tied to left-right politics.,1
746,that,announce,The American did not announce that he would be leaving in a month.,He would be leaving in a month.,1
747,that,announce,We do not announce that Joe Bananas has closed permanently. ,Joe bananas has closed permanently.,1
748,that,announce,He did not announce that he had a relationship with.,He had a relationship with.,1
749,that,insist,I did not insist that I needed to give her more attention and she got upset.,I needed to give her more attention.,1
750,that,insist,People did not insist that the UFC put ropes up to protect the crowds.,The ufc put ropes up to protect the crowds.,1
751,that,insist,"Morris, of course, does not insist that vote.com poses no such threat.",Vote.com poses no such threat.,1
752,that,insist,"Healey did not insist that it has to be apocrypha, it was important.",It has to be apocrypha.,1
753,that,insist,Hersh does not insist that Pollard gave away no US intelligence.,Pollard gave away no us intelligence.,1
754,that,declare,"One admiral does not declare that he was literally thus cradled, under the breast of a gun-carriage. ","He was literally thus cradled, under the breast of a gun-carriage.",1
755,that,worry,He was not worried that they would see through them,They would see through them.,1
756,that,worry,Tuppence was not worried that nothing could be done.,Nothing could be done.,1
757,that,see,"Norm, I do not see that Gene's performance is tomorrow---afternoon.",Gene's performance is tomorrow -- afternoon.,0
758,that,see,Had he not seen that the arrest had already happened?,The arrest had already happened.,0
759,that,see,It could be not seen that I was humiliated.  ,I was humiliated.,0
760,that,remember,"First he crushed the coffee-cup to powder under his feet, not remembering that she had gone up with his mother the night before, and he determined that there should be no chance of testing its contents. ",She had gone up with his mother the night before.,0
761,that,remember,"With this latter idea in my mind, I examined all the coffeecups most carefully, not remembering that it was Mrs. Cavendish who had brought Mademoiselle Cynthia her coffee the night before. ",It was mrs. cavendish who had brought mademoiselle cynthia her coffee the night before.,0
762,that,remember,Everyone does not remember that the first lady blamed Flytrap on a vast right-wing conspiracy in a Today show interview during the first days of the crisis.,The first lady blamed flytrap on a vast right-wing conspiracy in a today show interview during the first days of the crisis.,0
763,that,remember,I do not remember that some people complained President Eisenhower was distracted from the business of his office because he was out playing golf so much.,Some people complained president eisenhower was distracted from the business of his office because he was out playing golf so much.,0
764,that,remember,"But Wall Street would be better off not remembering that approximately 12,000 auto companies were around in the early part of this century.","Approximately 12,000 auto companies were around in the early part of this century.",0
765,that,remember,The FAA manager of the teleconference also did not remember that the military participated only briefly before the Pentagon was hit.,The military participated only briefly before the pentagon was hit.,0
766,that,remember,"As we drove through the village, I did not remember that I wanted some stamps, so accordingly we pulled up at the post office. ",I wanted some stamps.,0
767,that,remember,"In other words, pick your spots, while at the same time not remembering that many service people rely on tips to get by.",Many service people rely on tips to get by.,0
768,that,remember,A witness did not remember that there were four simultaneous decisionmaking processes going on at once.,There were four simultaneous decisionmaking processes going on at once.,0
769,that,remember,She did not remember that this was one of the men Tommy was shadowing when she had last seen him.,This was one of the men tommy was shadowing when she had last seen him.,0
770,that,remember,"She did not remember that she had had no tea, but felt too excited to be conscious of hunger.",She had had no tea.,0
771,that,remember,Then I did not remember that it was Sir James who had discovered the false Jane Finn.,It was sir james who had discovered the false jane finn.,0
772,that,remember,Scuba divers do not remember that coral is plentiful so you might as well take some.,Coral is plentiful so you might as well take some.,0
773,that,remember,I did not remember that Cynthia had begun her confidences in much the same way. ,Cynthia had begun her confidences in much the same way.,0
774,that,remember,Then he did not remember that there was a good supply in Julius's sitting-room.,There was a good supply in julius's sitting-room.,0
