Unnamed: 0,complete_signature,premise,hypothesis,label,signature
4012,Entailment.Entailment.Entailment,<t> A man demonstrates that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
4013,Entailment.Entailment.Entailment,<t> A man helps to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
4014,Entailment.Entailment.Entailment,<t> A man haves to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
4015,Entailment.Entailment.Entailment,<t> A man ensures that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
4016,Entailment.Entailment.Entailment,<t> A man tends to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
4110,Entailment.Entailment.Entailment,<t> A woman realizes that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4111,Entailment.Entailment.Entailment,<t> A woman knows that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4112,Entailment.Entailment.Entailment,<t> A woman remembers that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4113,Entailment.Entailment.Entailment,<t> A woman notices that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4114,Entailment.Entailment.Entailment,<t> A woman reveals that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4115,Entailment.Entailment.Entailment,<t> A woman finds that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4116,Entailment.Entailment.Entailment,<t> A woman admits that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4117,Entailment.Entailment.Entailment,<t> A woman observes that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4118,Entailment.Entailment.Entailment,<t> A woman sees that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4119,Entailment.Entailment.Entailment,<t> A woman learns that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4120,Entailment.Entailment.Entailment,<t> A woman acknowledges that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4121,Entailment.Entailment.Entailment,<t> A woman understands that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4122,Entailment.Entailment.Entailment,<t> A woman notes that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4123,Entailment.Entailment.Entailment,<t> A woman recognizes that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4124,Entailment.Entailment.Entailment,<t> A woman discovers that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Plus
4125,Entailment.Entailment.Entailment,<t> A woman manages to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4126,Entailment.Entailment.Entailment,<t> A woman begins to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4127,Entailment.Entailment.Entailment,<t> A woman starts to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4128,Entailment.Entailment.Entailment,<t> A woman serves to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4129,Entailment.Entailment.Entailment,<t> A woman learns to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4130,Entailment.Entailment.Entailment,<t> A woman dares to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4131,Entailment.Entailment.Entailment,<t> A woman uses to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4132,Entailment.Entailment.Entailment,<t> A woman gets to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4133,Entailment.Entailment.Entailment,<t> A woman comes to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Minus
4134,Contradiction.Entailment.Contradiction,<t> A woman forgets to chop up garlic,Garlic is being diced by the woman </t>,2,Minus/Plus
4135,Contradiction.Entailment.Contradiction,<t> A woman fails to chop up garlic,Garlic is being diced by the woman </t>,2,Minus/Plus
4143,Contradiction.Entailment.Neutral,<t> A woman refuses to chop up garlic,Garlic is being diced by the woman </t>,1,Minus/Neutral
4144,Contradiction.Entailment.Neutral,<t> A woman declines to chop up garlic,Garlic is being diced by the woman </t>,1,Minus/Neutral
4146,Entailment.Entailment.Entailment,<t> A woman shows that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4147,Entailment.Entailment.Entailment,<t> A woman determines that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4148,Entailment.Entailment.Entailment,<t> A woman confirms that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4149,Entailment.Entailment.Entailment,<t> A woman demonstrates that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4150,Entailment.Entailment.Entailment,<t> A woman helps to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4151,Entailment.Entailment.Entailment,<t> A woman haves to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4152,Entailment.Entailment.Entailment,<t> A woman ensures that she is chopping up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4153,Entailment.Entailment.Entailment,<t> A woman tends to chop up garlic,Garlic is being diced by the woman </t>,0,Plus/Neutral
4247,Entailment.Entailment.Entailment,<t> A dog realizes that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4248,Entailment.Entailment.Entailment,<t> A dog knows that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4249,Entailment.Entailment.Entailment,<t> A dog remembers that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4250,Entailment.Entailment.Entailment,<t> A dog notices that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4251,Entailment.Entailment.Entailment,<t> A dog reveals that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4252,Entailment.Entailment.Entailment,<t> A dog finds that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4253,Entailment.Entailment.Entailment,<t> A dog admits that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4254,Entailment.Entailment.Entailment,<t> A dog observes that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4255,Entailment.Entailment.Entailment,<t> A dog sees that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4256,Entailment.Entailment.Entailment,<t> A dog learns that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4257,Entailment.Entailment.Entailment,<t> A dog acknowledges that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4258,Entailment.Entailment.Entailment,<t> A dog understands that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4259,Entailment.Entailment.Entailment,<t> A dog notes that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4260,Entailment.Entailment.Entailment,<t> A dog recognizes that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4261,Entailment.Entailment.Entailment,<t> A dog discovers that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Plus
4262,Entailment.Entailment.Entailment,<t> A dog manages to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4263,Entailment.Entailment.Entailment,<t> A dog begins to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4264,Entailment.Entailment.Entailment,<t> A dog starts to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4265,Entailment.Entailment.Entailment,<t> A dog serves to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4266,Entailment.Entailment.Entailment,<t> A dog learns to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4267,Entailment.Entailment.Entailment,<t> A dog dares to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4268,Entailment.Entailment.Entailment,<t> A dog uses to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4269,Entailment.Entailment.Entailment,<t> A dog gets to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4270,Entailment.Entailment.Entailment,<t> A dog comes to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Minus
4271,Contradiction.Entailment.Contradiction,<t> A dog forgets to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,2,Minus/Plus
4272,Contradiction.Entailment.Contradiction,<t> A dog fails to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,2,Minus/Plus
4280,Contradiction.Entailment.Neutral,<t> A dog refuses to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,1,Minus/Neutral
4281,Contradiction.Entailment.Neutral,<t> A dog declines to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,1,Minus/Neutral
4283,Entailment.Entailment.Entailment,<t> A dog shows that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Neutral
4284,Entailment.Entailment.Entailment,<t> A dog determines that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Neutral
4285,Entailment.Entailment.Entailment,<t> A dog confirms that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Neutral
4286,Entailment.Entailment.Entailment,<t> A dog demonstrates that it is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Neutral
4287,Entailment.Entailment.Entailment,<t> A dog helps to turn on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball </t>,0,Plus/Neutral
